,id,name,cuisines,average_cost_for_two,price_range,extamblishment_type,timings,locality,locality_verbose,address,latitude,longitude,aggregate_rating,votes
6950,36299,China Gate,"Chinese, Thai, Seafood, North Indian, Desserts",1800,3,Casual Dining,"12 Noon to 3:45 PM, 7 PM to 12 Midnight","Linking Road, Bandra West","Linking Road, Bandra West, Mumbai","155, Waterfield Road, Tamang Niwas, Linking Road, Bandra West",72.8345911950,19.0624246340,3.9,1246
6951,36141,Salt Water Cafe,"European, Italian, Salad",1600,3,Casual Dining,9 AM to 1 AM,"Bandstand, Bandra West","Bandstand, Bandra West, Mumbai","87 Chapel Road, Next to Mount Carmel Church, Bandstand, Bandra West, Mumbai",72.8271651641,19.0506834183,4.2,3034
6952,41790,Aaron's Bake N Brew House,"Bakery, Fast Food",250,1,Bakery,"8:30 AM to 8:30 PM (Tue-Sun), Mon Closed",Malad West,"Malad West, Mumbai","5, Lourdes Heritage, Marve Road, Orlem, Malad West, Mumbai",72.8373458236,19.1955994565,4.0,250
6953,37872,Curry N Spice- Yogi Executive,"North Indian, Chinese, Thai, Italian",1500,3,Fine Dining,"12 Noon to 3 PM, 7 PM to 11 PM (Mon-Sun)","Hotel Yogi Executive, Vashi","Hotel Yogi Executive, Vashi, Navi Mumbai","Hotel Yogi Executive, Sector 24, Opposite Mafco Market,   Mumbai,   Vashi, Vashi, Navi Mumbai",73.0091215298,19.0708752596,3.8,132
6954,47796,Smoke House Deli,"European, Italian, American, Salad",2500,4,Casual Dining,"8am – 12:30am (Mon, Tue, Wed, Fri, Sat, Sun), 9am – 12:30am (Thu)","First International Financial Centre, Bandra Kurla Complex","First International Financial Centre, Bandra Kurla Complex, Mumbai","3A, Ground Floor, 1st International Financial Centre, Bandra Kurla Complex, Mumbai",72.8694796935,19.0687975002,4.4,1976
6955,49259,Farmhouse Sea N Sand,"North Indian, Continental, Seafood, Chinese",1100,3,Casual Dining,11:30am – 12midnight (Mon-Sun),Vasai,"Vasai, Mumbai","Pachubander, Vasai West, Vasai, Mumbai",72.8047786652,19.3295109049,4.2,1412
6956,18552705,Salt N Pepper,"Chinese, North Indian, Mughlai, Seafood",800,2,Casual Dining,12noon – 12midnight (Mon-Sun),"Upvan, Thane West","Upvan, Thane West, Thane","Near Shivai Darshan Building, Shivai Nagar, Road 1, Upvan, Thane West",72.9571262375,19.2150460484,3.7,290
6957,41024,Samudra Restaurant N Bar,"Maharashtrian, North Indian, Chinese",1400,3,Casual Dining,11:30 AM to 12:30 AM (Mon-Sun),"Panch Pakhadi, Thane West","Panch Pakhadi, Thane West, Thane","Eastern Express Highway, Service Road, Louise Wadi, Panch Pakhadi, Thane West, Thane",72.9620413855,19.1967741693,3.8,222
6958,18641865,The Irish House,"European, American",1900,3,Casual Dining,12 Noon to 1 AM,Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai","Level 4, Urban Plaza, Besides Asian Heart Hospital, Bandra Kurla Complex, Mumbai",72.8649558127,19.0671227888,4.3,944
6959,18621752,Grandmama's Cafe,"Cafe, American, Desserts",1100,3,Café,11am – 12midnight (Mon-Sun),Chembur,"Chembur, Mumbai","Ground Floor, Sunny Estate, Sion Trombay Road, Chembur, Mumbai",72.8976811096,19.0530516931,4.2,1991
6960,18291423,Bastian,Seafood,4200,4,Fine Dining,"7pm – 12midnight (Mon),12noon – 3pm, 7pm – 12midnight (Tue-Sat),11:30am – 4pm, 7pm – 12midnight (Sun)","Linking Road, Bandra West","Linking Road, Bandra West, Mumbai","B/1, New Kamal Building, Opposite National College, Linking Road, Bandra West, Mumbai",72.8349975497,19.0636503627,4.3,2344
6961,38511,Chocolateria San Churro,"Desserts, Cafe, Italian, Continental, Salad, Beverages",700,2,Dessert Parlour,"9am – 1am (Mon-Fri),9am – 1:30am (Sat-Sun)","Linking Road, Bandra West","Linking Road, Bandra West, Mumbai","11, Silver Pearl, Waterfield Road, Linking Road, Bandra West, Mumbai",72.8346200287,19.0619372554,4.2,2080
6962,40585,Coffee By Di Bella,"Cafe, Desserts",650,2,Café,Mon-Sun (9 AM to 10 PM),"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Title Waves, Ground Floor, St. Pauls Media Complex, 24th Road TPS III, Pali Hill, Bandra West",72.8325302526,19.0608940449,4.2,1794
6963,18937372,Kettle & Keg - Dining & Bar,"Cafe, Continental, Seafood, Italian, Fast Food",1800,3,Casual Dining,9:30am – 1am (Mon-Sun),"7 Bungalows, Andheri West","7 Bungalows, Andheri West, Mumbai","Shop 3/4, Opposite Marin Vue Building, J P Road, Versova, 7 Bungalows, Andheri West, Mumbai",72.8165280000,19.1287500000,4.8,333
6964,18684655,Culinary Tales,"Chinese, European, Continental, Salad, Italian, Pizza",1700,3,Casual Dining,10 AM to 1 AM,Veera Desai Area,"Veera Desai Area, Mumbai","Shop 7-8,Bhavesha Apartments, Near Azad Nagar Metro Station, Veera Desai Area, Mumbai",72.8376546130,19.1280799250,4.5,1021
6965,49486,Tea Villa Cafe,"Cafe, Fast Food, Desserts, Beverages",1000,3,Café,10am – 11:45pm (Mon-Sun),Vile Parle East,"Vile Parle East, Mumbai","Pardhy House, Junction of MG Road & Hanuman Road, Opposite Jain Temple, Vile Parle East, Mumbai",72.8466597945,19.1032801159,4.1,3611
6966,18140523,The Belgian Waffle Co.,"Desserts, Beverages",300,1,Dessert Parlour,11 AM to 12 Midnight,Chowpatty,"Chowpatty, Mumbai","25, Fulchand Niwas, Chowpatty Seaface, Chowpatty, Mumbai",72.8131744266,18.9556101850,4.1,801
6967,18300379,Coffee By Di Bella,"Cafe, Desserts",650,2,Café,"9 AM to 9 PM (Mon-Fri), Sat & Sun Closed",Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai","Platina Building ,Plot No. C 59, Bandra Kurla Complex, Mumbai",72.8698213398,19.0690928307,3.9,340
6968,18700854,Carter Road Social,"American, North Indian, Chinese, Fast Food, Continental, Asian, Beverages",1400,3,Bar,7am – 1am (Mon-Sun),"Carter Road, Bandra West","Carter Road, Bandra West, Mumbai","21, Gagangiri CHS Ltd, Carter Road, Bandra West, Mumbai",72.8228538483,19.0707542134,4.3,3202
6969,43806,Delhi Zaika,"North Indian, Mughlai, Chinese",1400,3,Casual Dining,12:15 PM to 1:30 AM,Grant Road,"Grant Road, Mumbai","delhi zaika M.S Ali Road, Near Nishat Cinema, Grant Road, Mumbai",72.8244182467,18.9614775943,3.9,753
6970,18494145,Canto Cafe & Bar,"Continental, Mexican, Italian, American",1800,3,Casual Dining,"12noon – 1:30am (Mon-Sat),8:30am – 1:30am (Sun)",Charni Road,"Charni Road, Mumbai","534, SVP Road, Hughes Road, Opera House, Charni Road, Mumbai",72.8141284600,18.9563567000,4.4,3189
6971,18415133,Baroke,"Continental, Lebanese, North Indian",2300,4,Lounge,"Closed (Mon, Tue, Thu, Sun), 9pm – 3am (Wed, Fri, Sat)","Hotel Krishna Palace, Grant Road","Hotel Krishna Palace, Grant Road, Mumbai","Hotel Krishna Palace, Plot 96, 98, Sleater Road, Nana Chowk, Grant Road West, Mumbai",72.8140890598,18.9622490558,4.4,150
6972,36290,Global Fusion,"Chinese, Japanese, Asian, North Indian",2500,4,Fine Dining,"12 Noon to 3:30 PM, 7 PM to 1 AM","Link Square Mall, Linking Road, Bandra West","Link Square Mall, Linking Road, Bandra West, Mumbai","3rd Floor, Link Square Mall, Off Linking Road, Linking Road, Bandra West",72.8340205550,19.0653754938,4.3,4186
6973,36983,Say Cheese,"Rolls, Fast Food",350,1,Quick Bites,11am – 2am (Mon-Sun),Charni Road,"Charni Road, Mumbai","10, Paras Arcade, Supariwala Estate, Near Central Plaza, Charni Road, Mumbai",72.8179680000,18.9543830000,4.1,1482
6974,43968,Jamjar Diner,"American, Italian, Mexican, Salad, Healthy Food",2000,4,Casual Dining,9 AM to 1 AM,"Versova, Andheri West","Versova, Andheri West, Mumbai","7A & B, Arram Nagar 2, Behind Washing Bay, Yari Road, Versova, Andheri West, Mumbai",72.8123238310,19.1327176163,4.1,4801
6975,18553710,Doolally Taproom,"Finger Food, American, Italian",2000,4,Pub,"11 AM to 1 AM (Mon-Fri), 7 AM to 1 AM (Sat-Sun)",Khar,"Khar, Mumbai","Raj Kutir, Grd and 1st Floor, 3rd Road, Next Railway Station, Khar west , Mumbai",72.8398369253,19.0706816491,4.1,1107
6976,18529626,Rising Cafe & Diner,Continental,1300,3,Casual Dining,"11:30 AM to 1 AM (Mon-Thu, Sat-Sun), 1:30 PM to 1 AM (Fri)",Charni Road,"Charni Road, Mumbai","Opposite Hinduja College, Charni Road, Mumbai",72.8175658733,18.9531999340,3.9,924
6977,49221,Coffee By Di Bella,"Fast Food, Beverages, Desserts",900,2,Café,Mon-Sun (9 AM to 1 AM),"Versova, Andheri West","Versova, Andheri West, Mumbai","Shop 6, Shubham Co-op Housing Society, Juhu Versova Link Road, Versova, Andheri West",72.8222624213,19.1252603756,4.1,3258
6978,18526773,The Belgian Waffle Co.,"Desserts, Beverages",300,1,Dessert Parlour,11 AM to 12 Midnight (Mon-Sun),Ghatkopar East,"Ghatkopar East, Mumbai","Shop 11, Vasant Nivas, Tilak Road Corner, Ghatkopar East, Mumbai",72.9061109573,19.0798257729,3.9,366
6979,37423,KFC,"Burger, Fast Food",450,1,Quick Bites,"11am – 11pm (Mon-Thu),11am – 1am (Fri-Sun)","Kenilworth Mall, Linking Road, Bandra West","Kenilworth Mall, Linking Road, Bandra West, Mumbai","Ground Floor, Kenilworth Mall, Near National College, Linking Road, Bandra West",72.8342233971,19.0653615509,3.9,841
6980,32225,Jaffer Bhai's Delhi Darbar,"North Indian, Mughlai, Chinese, Biryani",1200,3,Casual Dining,11 AM to 3 AM (Mon-Sun),Grant Road,"Grant Road, Mumbai","195/197, Patthe Bapu Rao Marg, Grant Road East, Grant Road, Mumbai",72.8233604506,18.9611129483,3.7,1354
6981,44226,Chocolateria San Churro,"Desserts, Cafe",900,2,Dessert Parlour,9 AM to 1 AM,"Andheri Lokhandwala, Andheri West","Andheri Lokhandwala, Andheri West, Mumbai","Infiniti Mall Gate 3, Andheri Lokhandwala, Andheri West, Mumbai",72.8309658542,19.1413132033,3.9,1224
6982,18626080,Eat Pray Luv,"Italian, Mexican",1300,3,Casual Dining,Mon-Sun (12 Noon to 11 PM),Charni Road,"Charni Road, Mumbai","Ranchhod Bhuvan, JSS Road, Opera House, Charni Road, Mumbai",72.8158827871,18.9564964611,4.3,720
6983,40598,Vinay Health Home,"Maharashtrian, South Indian, Fast Food",300,1,Casual Dining,"7 AM to 10 PM (Mon, Tue, Thu, Fri, Sat), Closed (Wed),7 AM to 10:30 PM (Sun)",Charni Road,"Charni Road, Mumbai","Jawar Mansion, Dr BA Jaikar Marg, Charni Road, Mumbai",72.8172295913,18.9530724602,4.3,987
6984,36403,Prithvi Cafe,"Cafe, Desserts",400,1,Café,10:30 AM to 10:30 PM,Juhu,"Juhu, Mumbai","Prithvi Theatre, Janki Kutir, Juhu Church Road, Juhu, Mumbai",72.8258720040,19.1060585385,4.3,8581
6985,16525450,TAP,"North Indian, Chinese, Continental, Mexican",1500,3,Pub,12 Noon to 1 AM,"Link Square Mall, Linking Road, Bandra West","Link Square Mall, Linking Road, Bandra West, Mumbai","3rd Floor, Link Square Mall, Linking Road, Bandra West, Mumbai",72.8339390829,19.0654252448,4.0,3578
6986,18435885,Tea Villa Cafe,"Cafe, Fast Food, Desserts, Beverages",1000,3,Café,10am – 12midnight (Mon-Sun),Grant Road,"Grant Road, Mumbai","Seva Sadan Society, Pandita Ramabai Road, Near Gamdevi Police Station, Grant Road, Mumbai",72.8127177805,18.9604987558,4.2,2508
6987,35235,Mama Mia!,"Pizza, Chinese, Healthy Food",700,2,Quick Bites,11 AM to 11 PM (Mon-Sun),Charni Road,"Charni Road, Mumbai","1 & 2, Parmanand Building, AR Rangnekar Marg, French Bridge, Charni Road, Mumbai",72.8132327646,18.9575108373,3.9,607
6988,18824980,Bayroute,"Egyptian, Turkish, Lebanese, Moroccan, Greek",3000,4,Fine Dining,12 Noon to 1:30 AM,Powai,"Powai, Mumbai","1, Ground Floor, Transocean House, Lake Blve Road, Hiranandani Business Park, Powai, Mumbai",72.9073060000,19.1198220000,4.9,1158
6989,37754,Tewari Bros. Mithaiwala,"Mithai, Street Food",400,1,Sweet Shop,8 AM to 9:30 PM,Charni Road,"Charni Road, Mumbai","3, Purshottam Building, MP Marg, Opera House, Charni Road, Mumbai",72.8159451485,18.9564720450,4.1,497
6990,18771702,Tea Villa Cafe,"Cafe, Fast Food, Desserts, Beverages",1000,3,Café,11am – 12midnight (Mon-Sun),Charni Road,"Charni Road, Mumbai","Shop 1, Ground Floor, North Side, Back Bay View Building, 3 A New Queens Road, Opposite Charni Road Station, Charni Road, Mumbai",72.8168701753,18.9533683134,4.5,572
6991,48604,Patil Juice Centre,Juices,250,1,Beverage Shop,9 AM to 1 AM (Mon-Sun),Charni Road,"Charni Road, Mumbai","Centre Tata, Road 2, Supariwala Estate, Opera House, Charni Road, Mumbai",72.8177646920,18.9546183111,4.1,425
6992,16538641,The Bar Stock Exchange,"Continental, Chinese, North Indian, Italian, Mexican",1300,3,Pub,12 Noon to 1:30 AM,"Equinox Business Park, Kurla","Equinox Business Park, Kurla, Mumbai","1st Floor, Club House Equinox Business Park, Kurla, Mumbai",72.8761285543,19.0706274635,3.8,1751
6993,18784951,Sri Krishna,"South Indian, North Indian, Ice Cream",600,2,Quick Bites,7 AM to 12:30 AM,Grant Road,"Grant Road, Mumbai","Nana Chowk, Grant Road, Mumbai",72.8134238720,18.9619094610,4.4,138
6994,18598116,The Belgian Waffle Co.,"Desserts, Beverages",300,1,Dessert Parlour,11 AM to 12 Midnight,Mahakali,"Mahakali, Mumbai","06, C Wing, CTS 89/A/1PT of VLG ,Mulgaon, Mahakali Caves Road, Mahakali, Andheri East, Mumbai",72.8643003479,19.1226565023,4.0,376
6995,16503253,Subway,"Fast Food, Healthy Food, Sandwich, Salad",400,1,Quick Bites,10 AM to 12 Midnight,Peddar Road,"Peddar Road, Mumbai","BPCL Petrol Pump, Near Jaslok Hospital, Peddar Road, Mumbai",72.8094531968,18.9724089937,3.6,283
6996,18671280,New York Burrito Company,Mexican,600,2,Quick Bites,"Mon-Thu, Sun (11 AM to 12 Midnight), Fri-Sat (11 AM to 1 AM)",Charni Road,"Charni Road, Mumbai","Shop 1, Ground Floor, Plot 25B, Fulchand Niwas, Dr. N A Purandare Marg, Girgaon Chowpatty, Charni Road, Mumbai",72.8133276477,18.9560493600,4.0,531
6997,34407,Theobroma,"Bakery, Desserts, Fast Food",600,2,Bakery,8 AM to 12 Midnight,Colaba,"Colaba, Mumbai","24, Cusrow Baug, Shahid Bhagat Singh Road, Colaba Causeway, Colaba, Mumbai",72.8292150000,18.9192960000,4.2,2927
6998,18548881,Coffee By Di Bella,"Cafe, Desserts",600,2,Café,Mon-Sun (9 AM to 1 AM),"R Galleria, Runwal Green","R Galleria, Runwal Green, Mumbai","G-12, R Galleria, Runwal Greens Goregaon-Mulund Link Road, Next to Fortis Hospital, Industrial Area, Mulund West, Mumbai",72.9444806278,19.1612279556,4.0,1952
6999,43845,Road House Bluez,"Chinese, Finger Food, Pizza",1800,3,Pub,"12midnight – 1am, 6pm – 12midnight (Mon-Sun)",Azad Nagar,"Azad Nagar, Mumbai","Ground Floor, Tokyo House, Next To Azad Nagar Metro Station, JP Road, Azad Nagar, Mumbai",72.8352563828,19.1271217081,4.0,922
7000,18365149,Doolally Taproom,"Finger Food, American, Italian",2000,4,Pub,"11am – 1am (Mon-Fri),7am – 1am (Sat-Sun)",Kemps Corner,"Kemps Corner, Mumbai","1-3-5, 1st Floor, Kwality House, 1st Floor, N.S Patkar Marg, Kemps Corner, Mumbai",72.8077677637,18.9641321931,4.1,835
7001,18354529,5 Spice,"Chinese, Asian, Thai",1100,3,Casual Dining,"12 Noon to 3 PM, 7 PM to 12 Midnight",Vile Parle West,"Vile Parle West, Mumbai","2nd Floor, Liberty Lodge, DJ Road, Vile Parle West, Mumbai",72.8408508003,19.1002383708,3.9,809
7002,49996,Bharat Restaurant,"North Indian, Mughlai, Chinese",450,1,Quick Bites,"12midnight – 3am, 6am – 12midnight (Mon-Sun)",Grant Road,"Grant Road, Mumbai","98, S.V. Road, Sayed Manzil, Null Bazar, Grant Road, Mumbai",72.8298202157,18.9582128745,3.8,266
7003,47836,Long & Short - InterContinental,"American, Continental, Italian, Mediterranean, North Indian",3600,4,Fine Dining,"7am – 11:30pm (Mon),6:30am – 12midnight (Tue),24 Hours (Wed-Sun)","InterContinental, Churchgate","InterContinental, Churchgate, Mumbai","InterContinental, Marine Drive, Churchgate, Mumbai",72.8240940300,18.9351550800,4.1,733
7004,18691230,Grandmama's Café,"Cafe, American, Italian, Parsi, Desserts",1300,3,Café,11am – 12midnight (Mon-Sun),"R City Mall, Ghatkopar West","R City Mall, Ghatkopar West, Mumbai","Ground Floor, Courtyard R-City Mall, Ghatkopar West, Mumbai",72.9167908430,19.1000850307,4.3,2181
7005,18471959,Al Baik- Al Brost,"Rolls, Sandwich, Fast Food, Beverages",400,1,Quick Bites,2 PM to 12:15 AM,Charni Road,"Charni Road, Mumbai","112, Jss Road, Opposite Girgaum Church Near Central Plaza, Charni Road, Mumbai",72.8184721246,18.9552908707,3.7,267
7006,37823,5 Spice,"Chinese, Asian, Thai",1100,3,Casual Dining,"12 Noon to 3 PM, 7 PM to 12 Midnight (Mon-Sun)",Sakinaka,"Sakinaka, Mumbai","Mithi Nadi,   Andheri East, Sakinaka, Mumbai",72.8846663609,19.1060743788,3.9,2661
7007,35110,5 Spice,"Chinese, Asian, Thai",1100,3,Casual Dining,"12 Noon to 3 PM, 7 PM to 12 Midnight (Mon-Sun)",Fort,"Fort, Mumbai","26 A, Perin Nariman Street, Sagli Bank Building, Fort, Mumbai",72.8359453753,18.9335437208,3.7,1517
7008,18565686,McDonald's,"Burger, Fast Food",500,2,Quick Bites,7 AM to 12 Midnight,Santacruz East,"Santacruz East, Mumbai","G-28, Vidya Nagari Road, Mathuradas Colony, Kalina, Santacruz East, Mumbai",72.8666459396,19.0728611004,3.9,350
7009,18561450,Tavola,"Chinese, North Indian, Italian, Indian, Continental",1200,3,Quick Bites,12 Noon to 1:30 AM,Kandivali East,"Kandivali East, Mumbai","Gokul Nagari 2 CHS, Opposite Bhor Industries, Western Express Highway, Kandivali East, Mumbai",72.8683994338,19.2148659041,3.8,269
7010,42061,China Garden Fast Food,"Chinese, Seafood",700,2,Casual Dining,12 Noon to 12 Midnight (Mon-Sun),Mulund West,"Mulund West, Mumbai","6, Willow Towers, Vasant Gardens, Near Swapna Nagari, BR Road, Mulund West, Mumbai",72.9407754913,19.1813803334,3.8,140
7011,18801745,The Bombay Fries,"Fast Food, Momos",500,2,Quick Bites,11 AM to 2 AM,Mulund West,"Mulund West, Mumbai","Shop B 08, Golden Willows, Vasant Garden, Near Swapna Nagari, Mulund West, Mumbai",72.9400824755,19.1807520735,3.7,55
7012,18357348,Pikaboos,"Bakery, Desserts",300,1,Bakery,"10 AM to 9:30 PM (Mon, Wed-Sun), Tue Closed",Ghodbunder Road,"Ghodbunder Road, Thane","Shop 9, Building 17, Vijay Nagari Annexe, Opposite TJSB Bank, Waghbil, Ghodbunder Road, Thane",72.9725814611,19.2532530702,4.0,234
7013,19089905,Mozzarella The Pizza House,Pizza,700,2,Quick Bites,11 AM to 11 PM,Ghodbunder Road,"Ghodbunder Road, Thane","Shop 6, Ground Floor, Jupiter-1, Cosmos Regency, Opposite Vijay Nagari, Waghbil Naka, Ghodbunder Road, Thane",72.9736650000,19.2569550000,2.9,4
7014,18602861,Taftoon Bar & Kitchen,"North Indian, Lucknowi, Bengali, Kashmiri, Bihari",2500,4,Fine Dining,12noon – 12:30am (Mon-Sun),Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai","Unit 2, C-31 & 32, G Block, Naman Centre, Opposite Dena Bank, Bandra Kurla Complex, Mumbai",72.8628378000,19.0604464000,4.7,1395
7015,18357374,Veranda,"Modern Indian, North Indian",2200,4,Casual Dining,"8PM to 12Midnight (Mon),12:30PM to 3:30PM, 8PM to 12Midnight (Tue-Sun)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Hotel Executive Enclave, 331, Dr Ambedkar Road, Pali Hill, Bandra West",72.8300233930,19.0668480521,4.7,2088
7016,18820462,Talli Turmeric,"North Indian, South Indian, Mughlai",1600,3,Casual Dining,12 Noon to 1 AM,"Atria Mall, Worli","Atria Mall, Worli, Mumbai","Ground Floor, Atria Mall, Worli, Mumbai",72.8145527467,18.9911859522,4.7,695
7017,37432,Karishma,"Chinese, North Indian, Seafood",700,2,Casual Dining,11:30 AM to 12 Midnight,Dadar East,"Dadar East, Mumbai","Naigaon Cross Road, Behind Kohinoor Electronics, Dadar East, Mumbai",72.8449153528,19.0152167350,3.8,105
7018,18994889,Arbab,"Lebanese, Mediterranean, Turkish",1600,3,Casual Dining,11am – 4am (Mon-Sun),"Linking Road, Bandra West","Linking Road, Bandra West, Mumbai","Shop 4, Plot 117, Muzzafar Manor, Linking Road, Bandra West, Mumbai",72.8341330000,19.0599950000,4.5,456
7019,18962112,Bayroute,"Egyptian, Turkish, Lebanese, Moroccan, Greek",3000,4,Fine Dining,12 Noon to 1:30 AM,Juhu,"Juhu, Mumbai","14, Silver Beach Estate, A.B. Nair Road, Opposite Juhu Post Office, Juhu, Mumbai",72.8253677487,19.1106835422,4.7,985
7020,34146,Papa Pancho Da Dhaba,"North Indian, Street Food",750,2,Casual Dining,12 Noon to 12:30 AM (Mon-Sun),"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Gasper Enclave, St John's Road, Near Rupee Bank, Pali Hill, Bandra West",72.8291754797,19.0615563512,4.1,2336
7021,41650,R Bhagat Tarrachand,North Indian,600,2,Casual Dining,"9 AM to 12 Midnight (Mon-Tue, Thu-Sun), Wed Closed",Girgaum,"Girgaum, Mumbai","61/63, Sheikh Memon Street, Near Mumbadevi Temple, Zaveri Bazar, Girgaum, Mumbai",72.8304579109,18.9518100839,4.0,353
7022,42882,Gupta Ice Cream,Desserts,150,1,Dessert Parlour,10:30 AM to 11:30 PM,Mazgaon,"Mazgaon, Mumbai","101/109, Anjirwadi, Doctor Mascarenhas Road, Mazgaon, Mumbai",72.8402245045,18.9737305043,4.2,202
7023,18651116,M&M Momo,Momos,300,1,Quick Bites,12noon – 12midnight (Mon-Sun),Mazgaon,"Mazgaon, Mumbai","Shivdas Chapsi Marg, Mazgaon Circle, Beside MI Showroom, Mazgaon, Mumbai",72.8407699987,18.9692922419,4.1,222
7024,39522,Tiara Restaurant & Bar - Meluha The Fern,"North Indian, Continental, Chinese, Thai, Maharashtrian",3000,4,Fine Dining,6:30 AM to 12:30 AM,"Meluha The Fern, Powai","Meluha The Fern, Powai, Mumbai","Meluha The Fern, An Ecotel Hotel, Central Avenue, Hiranandani Gardens, Powai, Mumbai",72.9111290351,19.1176830536,4.4,798
7025,18624273,Sangeeta's Kitchen,"Chinese, Malwani, Fast Food, Seafood",500,2,Quick Bites,8am – 4am (Mon-Sun),Chakala,"Chakala, Mumbai","Shop 13, Janai Tarun Bharat Society, JB Nagar, Chakala, Mumbai",72.8612996265,19.1078190268,3.8,327
7026,38940,Asian Kitchen - Four Points by Sheraton,"Asian, North Indian",3000,4,Fine Dining,"6:30 AM to 10:30 AM, 12:30 PM to 3:30 PM, 7 PM to 11 PM (Mon-Sat),6:30 AM to 10:30 AM, 12 Noon to 4 PM, 7 PM to 11 PM (Sun)","Four Points by Sheraton, Vashi","Four Points by Sheraton, Vashi, Navi Mumbai","Four Points By Sheraton, Next To Inorbit Mall, Plot 6 - 15, Sector 30A, Vashi, Navi Mumbai",72.9997545853,19.0656410433,4.3,484
7027,18423389,The Third House,"North Indian, Chinese, Biryani, Rolls",400,1,Casual Dining,"12midnight – 4:30am, 12noon – 3pm, 7pm – 12midnight (Mon-Sun)",Malad West,"Malad West, Mumbai","Shop No 4, Ciem Industries, Ramachandran Lane, Kach pada, Malad west, Mumbai",72.8367771953,19.1886447314,4.2,595
7028,39635,Flavours - Grand Hometel,"North Indian, Chinese, Continental",1500,3,Fine Dining,24 Hours,Malad West,"Malad West, Mumbai","Grand Hometel Hotel, Off New Link Road, Chincholi Bunder, Next to Inorbit Mall, Malad West, Mumbai",72.8340876102,19.1774460694,3.9,592
7029,18441037,Patiala Junction,"North Indian, Chinese",650,2,Quick Bites,10:30am – 12midnight (Mon-Sun),4 Bungalows,"4 Bungalows, Mumbai","25, Sai Kanwal Complex, Opposite D.N Nagar Metro Station, 4 Bungalows, Mumbai",72.8292230889,19.1276234660,4.1,267
7030,18659009,D'Two States,"Maharashtrian, North Indian",1400,3,Casual Dining,"12noon – 3:30pm, 7pm – 4am (Mon-Sun)","Manpada, Thane West","Manpada, Thane West, Thane","Shop 27, Dosti Imperia, Chitalsar, Ghodbunder, Manpada, Thane West, Thane",72.9750916734,19.2330990512,4.2,721
7031,18670410,Bukhara Bar and Kitchen,"North Indian, Chinese, Italian, Continental, Kebab, Biryani",1600,3,Bar,"12 Noon to 1 AM (Mon-Fri), 12 Noon to 1:30 AM (Sat-Sun)",Mira Road,"Mira Road, Mumbai","Sasupada, NH 8, Mira Road, Mumbai",72.9062340000,19.2997380000,4.2,413
7032,46999,Suvi Palace - Hotel Suvi Palace,"Mughlai, Chinese, North Indian, South Indian, Biryani",1000,3,Casual Dining,Mon-Sun (12 Noon to 2 AM),"Hotel Suvi Palace, Vasai","Hotel Suvi Palace, Vasai, Mumbai","Hotel Suvi Palace, Sasunavghar, NH8, Vasai, Mumbai",72.8992545605,19.3170781942,3.9,446
7033,18969426,Curry And Combos Twist,"North Indian, Chinese, Fast Food, Pizza, Panini, Sandwich, South Indian",550,2,Quick Bites,9:30am – 12midnight (Mon-Sun),Goregaon East,"Goregaon East, Mumbai","AG 01, Ground Floor, Sunflower Building, Dindoshi Industrial Premises, Beside Atlanta Estate, Ambedkar Chowk, Goregaon East, Mumbai",72.8574140000,19.1734940000,4.4,125
7034,18536977,Desi Flavours,"North Indian, Chinese, Fast Food, South Indian",1100,3,Quick Bites,Mon-Sun (11 AM to 0:30 AM),"Hiranandani Estate, Thane West","Hiranandani Estate, Thane West, Thane","Shop 5, Rosa Oasis, Near Bhoomi Acre, Hiranandani Estate, Thane West, Thane",72.9789788648,19.2599534348,4.1,391
7035,19124265,Milkbar,Beverages,200,1,Beverage Shop,12 Noon to 12 Midnight,Dadar East,"Dadar East, Mumbai","10/744, Kohinoor Mills Compound, M.J. Phule Road, Naigaon, Dadar East, Mumbai",72.8466994000,19.0116155000,2.9,6
7036,19028157,Wok In,"Chinese, Asian",500,2,Quick Bites,12noon – 2am (Mon-Sun),"Haware Centurion Mall, Seawoods","Haware Centurion Mall, Seawoods, Navi Mumbai","G-32 A, Sector-19A, Haware Centurion Mall, Nerul, Navi Mumbai",73.0220765993,19.0244282589,3.8,48
7037,19050671,Arbeek Shawarma's and More,"Lebanese, Salad, Burger",200,1,Quick Bites,4 PM to 12 Midnight,Mazgaon,"Mazgaon, Mumbai","Shop 3, DholkaWala Building, Near GST Bhawan, Mazgaon, Mumbai",72.8407585993,18.9690347822,3.5,35
7038,19092210,Nanumal Bhojraj,"Chinese, North Indian, South Indian",550,2,Casual Dining,11 AM to 11:30 PM,Mulund West,"Mulund West, Mumbai","Dr R P Road, Mataji Bunglow, Opposite Andheri Bus Depot, Mulund West, Mumbai",72.9568868503,19.1734873273,2.8,20
